"source_site","job_id","job_title","company_name","location","salary_min","salary_max","date_posted","tags","job_description","scraped_date"
"RemoteOK","1130114_dup","GTM Automation Engineer","Postscript","Remote","0","0","2026-02-06","design, jira, salesforce, python, training, architect, technical, test, ux, code, web, lead, operations, marketing, sales, engineer, ecommerce, shopify, digital nomad","Trusted by more than 18,000 Shopify and Shopify Plus storesâlike Brooklinen, Ruggable, True Classic and Dr. SquatchâPostscript gives ecommerce brands the tools they need to run a world-class SMS marketing program. Weâre on a mission to make SMS the number-one revenue channel for ecommerce merchants by delivering an easy-to-use platform where they can grow their subscriber list, develop and test their messaging strategy, deliver excellent customer service, and drive sales and loyaltyâall in one place. We believe SMS is the most important marketing and sales channel of the decade, and that vision drives everything we do. Postscript was founded in 2018 as a 100% remote organization. With more than 250 employees (and counting!), weâre backed by Greylock, Y Combinator, and other top investors. We are building a new kind of team at the intersection of GTM, Data, and AI Tools. We believe AI offers a massive opportunity to revolutionize the GTM function, empowering builders to archit...","2026-02-11"
"RemoteOK","1130126_dup","KIP Summer 2026 Operations Intern Foundation for Economic Education","Stand Together","Georgia","0","0","2026-02-07","training, support, software, testing, education, finance, management, content, operations, operational, marketing, legal, recruitment, internship, full-time, part-time","The Koch Internship Programâ¯(KIP) is a paid, 12-week experiential learning program run by Stand Together Fellowships that offers meaningful work experience at non-profits all over the United States tackling some of our nation's most pressing challenges. Eligible candidates will be geographically located within the U.S. and authorized to work in the U.S. through the duration of the program.Throughout your internship, you will gain meaningful professional experience at a partner organization and participate in professional development built around a 2-day, in-person summit hosted by Stand Together Fellowships at Stand Together's Headquarters in Arlington, Virginia, supported by virtual programming that takes place every other Thursday between 1- 4:00 pm ET. Interns will receive either a $7,500 or $5,500 stipend from Stand Together Fellowships depending on whether they are working full-time (32 hours/week) or part-time (24 hours/week) with the partner organization.The programming provid...","2026-02-11"
"RemoteOK","1130093_dup","Senior Automation Engineer Java","Ubiminds","Remote","0","0","2026-02-05","hr, system, technical, recruiter, support, software, testing, test, growth, code, java, senior, engineer, engineering, backend, full-time","Info on the Senior Automation Engineer - Java roleWant to get to the next step in your international career? We can support you!Ubiminds is a GPTW-certified, people-first company that partners with American software product companies to scale their development footprint. Ubi custom-curates Brazilian top 5% talent for their LATAM strategy, offering a unique combo of staff augmentation and employer-of-record services.Ubiminds is assisting a company that is building an exciting new product suite for Public Safety. ChallengeWeâre looking for a Senior Automation Engineer with strong experience in Java to help build modern, scalable, and maintainable applications.This role is ideal for someone who enjoys working across the full stack â from crafting intuitive, responsive user interfaces to designing robust APIs and cloud-ready backend services â while applying clean architecture principles and modern engineering practices.Responsibilities:- Write and maintain automated unit and integra...","2026-02-11"
"RemoteOK","1130129_dup","Audit Partner Quality Control","BPM LLP","United States","0","0","2026-02-07","system, training, technical, support, accounting, financial, leader, management, lead, senior, health, executive","BPM â where caring and community is in our company DNA; we are always striving to be our best selves; and weâre compelled to ask the questions that lead to innovation. As a senior leader within BPMâs Assurance practice, you will provide strategic oversight of the firmâs audit quality management system and champion a culture of audit excellence. You will help shape the firmâs long-term quality strategy, influence audit methodology, and guide the development of future leaders. Working with BPM means using your experiences, broadening your skills, and reaching your full potential in work and lifeâwhile also making a positive difference for your clients, colleagues, and communities. Our shared entrepreneurial spirit drives us to see and do things differently. Our passion for people makes BPM a place where everyone feels welcome, valued, and part of something bigger. Because People Matter. What you get: Â· Total rewards package: from flexible work arrangements to personalized be...","2026-02-11"
"RemoteOK","1130166_dup","Advocate Federal","Figma","Washington, DC","0","0","2026-02-10","design, video, sales, digital nomad","Figma is growing our team of passionate creatives and builders on a mission to make design accessible to all. Figma's platform helps teams bring ideas to lifeâwhether you're brainstorming, creating a prototype, translating designs into code, or iterating with AI. From idea to product, Figma empowers teams to streamline workflows, move faster, and work together in real time from anywhere in the world. If you're excited to shape the future of design and collaboration, join us! At Figma, we're building a vibrant community where designers come together to learn, grow, and connect around their shared passion. Our Advocacy team is central to this missionâempowering our users through engaging content, meaningful interactions, and genuine advocacy. This Advocate would focus on supporting public sector organizations as they modernize how they design, build, and collaborate, partnering closely with our Marketing, Sales, and Product teams. You'll bring deep design expertise, authentic storyte...","2026-02-11"
"RemoteOK","1130131_dup","UI Developer R01560583","Brillio","Phoenix, Arizona, United States","0","0","2026-02-07","developer, ui, design, react, reactjs, consultant, web, javascript, html, angular, mobile, strategy, digital nomad","About Brillio: Brillio is one of the fastest growing digital technology service providers and a partner of choice for many Fortune 1000 companies seeking to turn disruption into a competitive advantage through innovative digital adoption. Brillio, renowned for its world-class professionals, referred to as ""Brillians"", distinguishes itself through their capacity to seamlessly integrate cutting-edge digital and design thinking skills with an unwavering dedication to client satisfaction. Brillio takes pride in its status as an employer of choice, consistently attracting the most exceptional and talented individuals due to its unwavering emphasis on contemporary, groundbreaking technologies, and exclusive digital projects. Brillio's relentless commitment to providing an exceptional experience to its Brillians and nurturing their full potential consistently garners them the Great Place to WorkÂ® certification year after year.UI Developer (React and Node)\nPrimary SkillsAngularJS, JavaScript...","2026-02-11"
"RemoteOK","1130097_dup","Sales Director Enterprise Central","Voxel","Chicago","140000","300000","2026-02-05","director, saas, salesforce, security, support, growth, voice, operations, operational, sales","Who Are WeVoxel is building the future of Computer Vision and Machine Learning for operations, risk, and safety. We use computer vision and AI to enable existing security cameras to automatically detect hazards and high-risk activities, keep people safe and drive operational efficiencies. Our technology addresses the key cost drivers for workersâ compensation, general liability, and property damage, which cost US employers over $500 billion annually.Weâre seeking an experienced Enterprise Sales Director with a strong track record in B2B technology sales, ideally in SaaS-based EHNS, business insights, or risk management. This role will play a critical part in expanding our presence within operations and safety departments at Fortune 500 companies. The ideal candidate thrives in a fast-paced environment, excels at building and managing strategic relationships, and is passionate about solving complex challenges. Youâll help drive growth across departments and functions, positioning ...","2026-02-11"
"RemoteOK","1130174_dup","YouTube Video Team Lead","Hostinger","Vilnius","0","0","2026-02-10","support, software, growth, video, education, post-production, lead, content, health, educational","Join Hostinger, and weâll grow fast! ðIs there a limit to growth? Not at Hostinger. Weâre constantly reaching new heights. With a team of 900+ professionals, we are behind the success of over 3.5 million clients in 150 countries, helping them launch their e-shops, blogs, portfolios, businesses, and passion projects. Our mission: To provide tools that help individuals and small businesses succeed online faster and easier.Our culture: Guided by 10 company principles.Our formula for success: Customer obsession, innovative products, and talented teams.Your role at Hostinger YouTube Video Team Lead for Hostinger Academy - where education meets inspiration. Transform how millions learn online! As YouTube Video Team Lead at Hostinger, you'll build and lead a team of talented editors who bring our educational content to life. You'll own the entire post-production processâfrom establishing creative standards to optimizing every frame for maximum engagement.This role demands both creati...","2026-02-11"
"RemoteOK","1130097_dup","Sales Director Enterprise Central","Voxel","Chicago","140000","300000","2026-02-05","director, saas, salesforce, security, support, growth, voice, operations, operational, sales","Who Are WeVoxel is building the future of Computer Vision and Machine Learning for operations, risk, and safety. We use computer vision and AI to enable existing security cameras to automatically detect hazards and high-risk activities, keep people safe and drive operational efficiencies. Our technology addresses the key cost drivers for workersâ compensation, general liability, and property damage, which cost US employers over $500 billion annually.Weâre seeking an experienced Enterprise Sales Director with a strong track record in B2B technology sales, ideally in SaaS-based EHNS, business insights, or risk management. This role will play a critical part in expanding our presence within operations and safety departments at Fortune 500 companies. The ideal candidate thrives in a fast-paced environment, excels at building and managing strategic relationships, and is passionate about solving complex challenges. Youâll help drive growth across departments and functions, positioning ...","2026-02-11"
"RemoteOK","1130141_dup","Carrier Messaging Compliance Lead","EZTexting","Remote","0","0","2026-02-08","training, code, education, mobile, leader, management, lead, operations, operational, marketing, non tech","Who We AreEZ Texting is a recognized leader in text message marketing for small and medium-sized businesses and organizations, setting the standard for professional texting. Our messaging solutions allow everyone to easily and effectively reach their mobile audiences.We believe in empowering our customers, from nonprofits to retailers, to activate their audience engagement superpowers, one text at a time â and weâre looking for people like you to join our team!Our employees are our greatest strength and we are committed to hiring exceptional, values-aligned talent. We have consistently been rated a Top 100 workplace and are committed to being a best-in-class remote work employer, with benefits to match!We are currently only open to hiring in CA, NY, TX, MA, WA, GA, PA, FL, TN, DC, MO. At this time, we are not able to consider candidates outside of these states.Role OverviewWe are looking for an experienced Carrier Messaging Compliance Lead who is passionate about protecting custome...","2026-02-11"
"RemoteOK","1130160_dup","Finance Expert","xAI","Remote","0","0","2026-02-09","tutor, training, technical, support, investment, finance, engineering, full-time","About xAI xAIâs mission is to create AI systems that can accurately understand the universe and aid humanity in its pursuit of knowledge. Our team is small, highly motivated, and focused on engineering excellence. This organization is for individuals who appreciate challenging themselves and thrive on curiosity. We operate with a flat organizational structure. All employees are expected to be hands-on and to contribute directly to the companyâs mission. Leadership is given to those who show initiative and consistently deliver excellence. Work ethic and strong prioritization skills are important. All employees are expected to have strong communication skills. They should be able to concisely and accurately share knowledge with their teammates. About the Role As an A Finance Expert, you will be instrumental in enhancing the capabilities of our cutting-edge technologies by providing high-quality input and labels using specialized software. Your role involves collaborating closely with...","2026-02-11"
"RemoteOK","1130163_dup","Senior Staff Platform Engineer","Veeam Software","Remote, United States","0","0","2026-02-09","dev, design, cloud, microsoft, leader, lead, senior, go, engineer, digital nomad","Veeam, the #1 global market leader in data resilience, believes businesses should control all their data whenever and wherever they need it. Veeam provides data resilience through data backup, data recovery, data portability, data security, and data intelligence. Based in Seattle, Veeam protects over 550,000 customers worldwide who trust Veeam to keep their businesses running. Join us as we move forward together, growing, learning, and making a real impact for some of the worldâs biggest brands. The future of data resilience is here - go fearlessly forward with us.About the RoleWe are looking for a Senior Staff Platform Engineer to lead the design and evolution of our global cloud infrastructure, with deep expertise in Microsoft Azure. This role is ideal for a hands-Please mention the word **SPELLBINDING** and tag RMjQwMDoxYTAwOmIwNjA6MWQ5NDo0MTc5OmY3Yzc6NDIxYjo5ZDRk when applying to show you read the job post completely (#RMjQwMDoxYTAwOmIwNjA6MWQ5NDo0MTc5OmY3Yzc6NDIxYjo5ZDRk). This ...","2026-02-11"
"RemoteOK","1130098_dup","QA Analyst","Proof of Play","Remote","5000","6000","2026-02-05","analyst, jira, ios, crypto, game, support, software, testing, test, qa, mobile, content, go","QA Analyst Remote | ContractPST-friendly hours preferred (or happy to flex!)We are a Series A company filled with veteran game developers and entrepreneurs creating mobile games that utilize blockchain technology to create an active player marketplace. Our vision is simple: we want to work together to create generation-defining games that fundamentally grant power and ownership to the players who play them.Our team has decades of experience building games at the scale of 100M+ players. Our team hails from Epic Games, Zynga, EA, Riot, Scopely, THQ and Activision, where we led $1b+ franchises like FarmVille and League of Legends. Weâve also been active as founders and investors in crypto since 2013 and are backed by world-class investors, like a16z.We are a fully remote company, built on a foundation of clear communication, respect, and collaboration. Your expertise can make a lasting impact here at Proof of Play and weâd love to connect with you and learn more. About the RoleLove fi...","2026-02-11"
"RemoteOK","1130073_dup","Software Development Engineer Test Brazil","Platform Science","Londrina","0","0","2026-02-04","software, test, design, growth, ui, code, engineer, digital nomad","Who We Are At Platform Science, we're working to connect everything that moves. Founded in 2015, we are an open IoT platform that partners with innovative fleets, application developers, vehicle manufacturers, and equipment providers in the transportation industry to deliver revolutionary solutions to supply chain professionals across the globe. Our employees are an engaging, diverse group of people who believe in the power of great ideas. We hire people with different experiences and perspectives to build a company culture that fuels growth through innovation. We value thoughtful actions and empathy for others. We approach challenges with resiliency and creativity, while encouraging transparency because, no matter our backgrounds or responsibilities, we are one team. About the Role Platform Science is seeking a skilled and proactive Software Development Engineer in Test (SDET) to contribute to the quality of our growing software products. You will independently design, develop, and ma...","2026-02-11"
"RemoteOK","1130153_dup","Senior Full stack Developer","Lemon.io","Remote","80000","190000","2026-02-09","javascript, react, node, python, aws, gcp, typescript, dev, engineer, full time, full stack, senior","Are you a talented Senior Developer looking for a remote job that lets you show your skills and get decent compensation? Look no further than Lemon.io â the marketplace that connects you with hand-picked startups in the US and Europe.What we offer:The rate depends on your seniority level, skills and experience. We've already paid out over $11M to our engineers.No more hunting for clients or negotiating rates â let us handle the business side of things so you can focus on what you do best.We'll manually find the best project for you according to your skills and preferences.Choose a schedule that works best for you. Itâs possible to communicate async or minimally overlap within team working hours.We respect your seniority so you can expect no micromanagement or screen trackers.Communicate directly with the clients. Most of them have technical backgrounds. Sounds good, yeah?We will support you from the time you submit the application throughout all cooperation stages.Most of our pro...","2026-02-11"
"RemoteOK","1130168_dup","Staff AI Engineer R37","Phare Health","Remote","140000","350000","2026-02-10","design, system, technical, software, growth, travel, financial, education, investment, lead, operational, go, medical, healthcare, recruiting, engineer, digital nomad","R1 is thrilled to introduce R37, committed to transforming healthcare financial performance so providers can focus on delivering exceptional care. R37 is pioneering an AI-driven approach to revolutionize revenue cycle management. Today we serve 95 of the top 100 hospital systems in the US and R37 will serve as the AI platform layer delivering results for our customers. Joining R37 offers the dynamic energy of a startup, backed by solid revenue, clear business value, and strong investment support.As a Staff AI Engineer for the R37 Team, you will play a pivotal role in shaping and delivering AI-driven technical solutions that drive real business outcomes. You will lead the development of early-phase AI systems to tackle complex unstructured data problems in healthcare, driving results for customers, and developing systems to measure and improve AI performance.What you will do as a Staff AI Engineer for the R37 Team:Lead AI Development: Spearhead the creation of initial-phase AI systems f...","2026-02-11"
"RemoteOK","1130098_dup","QA Analyst","Proof of Play","Remote","5000","6000","2026-02-05","analyst, jira, ios, crypto, game, support, software, testing, test, qa, mobile, content, go","QA Analyst Remote | ContractPST-friendly hours preferred (or happy to flex!)We are a Series A company filled with veteran game developers and entrepreneurs creating mobile games that utilize blockchain technology to create an active player marketplace. Our vision is simple: we want to work together to create generation-defining games that fundamentally grant power and ownership to the players who play them.Our team has decades of experience building games at the scale of 100M+ players. Our team hails from Epic Games, Zynga, EA, Riot, Scopely, THQ and Activision, where we led $1b+ franchises like FarmVille and League of Legends. Weâve also been active as founders and investors in crypto since 2013 and are backed by world-class investors, like a16z.We are a fully remote company, built on a foundation of clear communication, respect, and collaboration. Your expertise can make a lasting impact here at Proof of Play and weâd love to connect with you and learn more. About the RoleLove fi...","2026-02-11"
"RemoteOK","1130093_dup","Senior Automation Engineer Java","Ubiminds","Remote","0","0","2026-02-05","hr, system, technical, recruiter, support, software, testing, test, growth, code, java, senior, engineer, engineering, backend, full-time","Info on the Senior Automation Engineer - Java roleWant to get to the next step in your international career? We can support you!Ubiminds is a GPTW-certified, people-first company that partners with American software product companies to scale their development footprint. Ubi custom-curates Brazilian top 5% talent for their LATAM strategy, offering a unique combo of staff augmentation and employer-of-record services.Ubiminds is assisting a company that is building an exciting new product suite for Public Safety. ChallengeWeâre looking for a Senior Automation Engineer with strong experience in Java to help build modern, scalable, and maintainable applications.This role is ideal for someone who enjoys working across the full stack â from crafting intuitive, responsive user interfaces to designing robust APIs and cloud-ready backend services â while applying clean architecture principles and modern engineering practices.Responsibilities:- Write and maintain automated unit and integra...","2026-02-11"
"RemoteOK","1130086_dup","Implementation Specialist Spanish Speaking","Roofr","Remote","0","0","2026-02-04","training, sales, non tech","At Roofr, we're obsessed with our customers. We constantly gather feedback to shape, prioritize, and launch the products they truly need. That's what makes Roofr's CRM special. We started by building essential sales tools like aerial roof measurements and digital sales proposals. But when our customers asked for a simple, affordable way to manage and scale their entire businesses, we listened. So, we created a CRM that connects these solutionsâalong with payments, material ordering, and moreâinto a seamless, powerful platform. With a clear roadmap ahead, we're excited to continue expanding and leading the market with innovative products. We have an amazing culture, strong financials, and best-in-class company metrics. It's an exciting time to be part of an extraordinary startup that is already successful, yet still early enough to offer its team significant growth, equity, and the opportunity to make a real impact. This position is for an existing vacancy. Roofr is growing our Impl...","2026-02-11"
"RemoteOK","1130157_dup","GL Accountant","Teamshares","Remote","0","0","2026-02-09","accountant, support, code, controller, accounting, bookkeeping, payroll, financial, bank, management","My Financial Partner | Remote (EST or CST preferred)My Financial Partner (MFP) brings the financial tools and support of large-scale businesses to small companies. At MFP, our experienced team of accounting professionals delivers high-quality, fractional accounting support to a growing network of small companies, all owned by Teamshares Inc., the largest acquirer of small businesses in the US. As part of this dynamic group of companies, youâll have the opportunity to make a real impact in the lives of small business owners and employees across the country.Position: GL Accountant\nRole Responsibilities:Responsible for recording financial transactions in the accounting systems for multiple client companies.Posts customer payments and maintains an up-to-date accounts receivable aging report, as necessary.Records vendor invoices in clientâs accounting system, uses accounting judgement to code expenses to proper ledger accounts, obtains authorization to pay, and schedules payments in au...","2026-02-11"
"RemoteOK","1130141_dup","Carrier Messaging Compliance Lead","EZTexting","Remote","0","0","2026-02-08","training, code, education, mobile, leader, management, lead, operations, operational, marketing, non tech","Who We AreEZ Texting is a recognized leader in text message marketing for small and medium-sized businesses and organizations, setting the standard for professional texting. Our messaging solutions allow everyone to easily and effectively reach their mobile audiences.We believe in empowering our customers, from nonprofits to retailers, to activate their audience engagement superpowers, one text at a time â and weâre looking for people like you to join our team!Our employees are our greatest strength and we are committed to hiring exceptional, values-aligned talent. We have consistently been rated a Top 100 workplace and are committed to being a best-in-class remote work employer, with benefits to match!We are currently only open to hiring in CA, NY, TX, MA, WA, GA, PA, FL, TN, DC, MO. At this time, we are not able to consider candidates outside of these states.Role OverviewWe are looking for an experienced Carrier Messaging Compliance Lead who is passionate about protecting custome...","2026-02-11"
"RemoteOK","1130125_dup","Associate Preconstruction Project Engineer Battery Storage","Plus Power","Remote","0","0","2026-02-07","system, engineer","Company Overview Plus Power is an energy storage market leader, with a market-leading 10+ GW portfolio across more than 25 states that will transform North American electric grids into cleaner and more versatile critical infrastructure. Standalone energy storage is rapidly transforming the North American energy markets, because it is cheaper than new natural gas plants, faster to build than fossil peakers or transmission, and able to perform diverse energy services. Plus Power partners with electricity system operators, utilities, and investors to originate, develop, finance, own and operate standalone energy storage projects that provide critical services to the wholesale electric market. Plus Power's team applies an intentional mindset to energy storage development by using a data-driven approach to development and operations. At Plus Power, we are focused on solving hard climate problems, profitably. We are growing fast, and value candidates who, like us, share a focus on setting hi...","2026-02-11"
"RemoteOK","1130107_dup","Senior Full Stack Developer","MicroVentures","Texas","0","0","2026-02-06","developer, saas, security, full-stack, technical, software, testing, code, travel, laravel, php, nosql, git, api, senior, junior, engineering, digital nomad","About the Role:We're seeking a Senior Full Stack Developer to join our engineering team. You'll work across the entire stack, crafting performant APIs with Laravel and building dynamic, responsive interfaces with Vue.js. This role requires someone who can own features end-to-end, contribute to architectural decisions, and help mentor junior teammates.Our stack includes Laravel 12, Vue.js, MySQL, Redis, and TailwindCSS.\nWhat You'll Do: Develop, test, and maintain full-stack functionality using PHP 8.4 and Laravel 12.xBuild and consume RESTful APIs for internal and external applicationsUse wireframes and mockups to create responsive UIs using Vue.js 2.x+, and TailwindCSSImplement real-time features using WebSockets, Pusher, or Laravel BroadcastingDesign and optimize database schemas in MySQL; work with DynamoDB for appropriate workloadsManage AWS infrastructure including RDS, Lambda, CloudWatch, and related servicesDefine and maintain Infrastructure as Code using CloudFormation or AWS C...","2026-02-11"
"RemoteOK","1130093_dup","Senior Automation Engineer Java","Ubiminds","Remote","0","0","2026-02-05","hr, system, technical, recruiter, support, software, testing, test, growth, code, java, senior, engineer, engineering, backend, full-time","Info on the Senior Automation Engineer - Java roleWant to get to the next step in your international career? We can support you!Ubiminds is a GPTW-certified, people-first company that partners with American software product companies to scale their development footprint. Ubi custom-curates Brazilian top 5% talent for their LATAM strategy, offering a unique combo of staff augmentation and employer-of-record services.Ubiminds is assisting a company that is building an exciting new product suite for Public Safety. ChallengeWeâre looking for a Senior Automation Engineer with strong experience in Java to help build modern, scalable, and maintainable applications.This role is ideal for someone who enjoys working across the full stack â from crafting intuitive, responsive user interfaces to designing robust APIs and cloud-ready backend services â while applying clean architecture principles and modern engineering practices.Responsibilities:- Write and maintain automated unit and integra...","2026-02-11"
"RemoteOK","1130094_dup","Senior Full Stack Software Engineer .NET Angular","Ubiminds","Remote","0","0","2026-02-05","software, design, saas, hr, system, frontend, recruiter, support, testing, growth, code, web, git, angular, senior, engineer, engineering, backend, full-time, digital nomad","Info on the Full Stack Software Engineer - .NET / Angular roleWant to get to the next step in your international career? We can support you!Ubiminds is a GPTW-certified, people-first company that partners with American software product companies to scale their development footprint. Ubi custom-curates Brazilian top 5% talent for their LATAM strategy, offering a unique combo of staff augmentation and employer-of-record services.Ubiminds is assisting a company that is building an exciting new product suite for Public Safety. ChallengeWeâre looking for a hands-on Senior .NET Engineer to help design, build, and deliver high-quality, scalable enterprise SaaS applications. If you love solving complex problems, writing clean code, and owning features end-to-end (including tests ð), this one is for you.Responsibilities:- Build and maintain RESTful APIs and backend services using C#, .NET Core, Entity Framework, and Web API.- Apply software architecture patterns like Domain-Driven Design (...","2026-02-11"
"RemoteOK","1130117_dup","Game Product Manager","Mob Entertainment","Remote","0","0","2026-02-06","game, manager, video, finance, content, non tech","Mob Entertainment is a startup multimedia studio that is best known for our hit indie horror game ""Poppy Playtime"". This franchise is one of the hottest new properties in gaming, and our team is naturally expanding as our ambition expands. To give a taste of our brand's popularity, more than 100 billion YouTube views of Poppy Playtime related content have occured since the game's launch 4 years ago. *** Must have Video Game Experience *** Role Overview The Game Product Manager (GPM) is responsible for end-to-end ownership of a gameâs lifecycleâfrom preâgreen light concept evaluation through green light approval, production execution, launch, and post-launch performance. This role ensures that every game Mob invests in is supported by clear product vision, market validation, measurable success criteria, and disciplined production processes. The GPM serves as the central decision-driving function between Creative, Production, Engineering, Analytics, Marketing, and Financeâensurin...","2026-02-11"
"RemoteOK","1130068_dup","Licensed Customer Success Representative","Thimble","United States","0","0","2026-02-04","technical, support, software, health","About UsThimble is a leading insurtech platform for small business customers and agents. Thimble allows customers to quickly get insurance coverage by the job, month or year using its award-winning app, website, or over the phone. Founded by serial entrepreneurs, Thimble works with a variety of carriers to bring the best insurance solutions to small businesses, brokers and agents. Since it was founded, Thimble has delivered more than 170,000 policies to small businesses across the United States. Thimble was acquired by Arch Insurance, a unit of Arch Capital Group Ltd. (Nasdaq: ACGL), a publicly listed Bermuda exempted company with approximately $24.3 billion in capital at March 31, 2025. Arch, which is part of the S&P 500 Index, provides insurance, reinsurance and mortgage insurance on a worldwide basis through its wholly owned subsidiaries. Thimble's innovative culture and technical expertise are an incredible addition to Arch Capitalâs portfolio of offerings. The acquisition expand...","2026-02-11"
"RemoteOK","1130137_dup","Social Media Specialist","MyShell","APAC","0","0","2026-02-07","growth, video, content, marketing","About MyShell MyShell is revolutionizing the AI landscape by building an open ecosystem for AI-native apps. Our powerful platform and intuitive toolkit empower anyone to create, access, and benefit from AI-powered applications. Launched in April 2023, MyShell has quickly gained global traction, attracting a diverse community of creators and users. Our team of talented individuals from top institutions like MIT, Princeton, and Oxford is committed to fostering innovation in a supportive and transparent work environment. With funding from leading VCs, MyShell is poised to reshape the future of AI, making it accessible and integral to everyone's daily life. Join us on this thrilling journey as we redefine what's possible with AI.About the Role As the core driver of our social media growth, you will be responsible for building MyShell AI's brand influence from 0 to 1 across mainstream global platforms (TikTok, Instagram, X, Facebook, etc.). Leveraging high-level visual creativity and a shar...","2026-02-11"
"RemoteOK","1130097_dup","Sales Director Enterprise Central","Voxel","Chicago","140000","300000","2026-02-05","director, saas, salesforce, security, support, growth, voice, operations, operational, sales","Who Are WeVoxel is building the future of Computer Vision and Machine Learning for operations, risk, and safety. We use computer vision and AI to enable existing security cameras to automatically detect hazards and high-risk activities, keep people safe and drive operational efficiencies. Our technology addresses the key cost drivers for workersâ compensation, general liability, and property damage, which cost US employers over $500 billion annually.Weâre seeking an experienced Enterprise Sales Director with a strong track record in B2B technology sales, ideally in SaaS-based EHNS, business insights, or risk management. This role will play a critical part in expanding our presence within operations and safety departments at Fortune 500 companies. The ideal candidate thrives in a fast-paced environment, excels at building and managing strategic relationships, and is passionate about solving complex challenges. Youâll help drive growth across departments and functions, positioning ...","2026-02-11"
"RemoteOK","1130147_dup","DevSecOps Engineer DroneSense","Versaterm","U.S.","0","0","2026-02-09","security, growth, devops, engineer, engineering","The CompanyÂ Versaterm is a global public safety solutions company helping agencies transform how they serve their communities. Since 1977, we've been building an ecosystem of intuitive tools designed for public safety agencies, forensic labs, court systems, schools and other institutions. Through purposeful integrations and a selective growth strategy, we focus on improving workflows to help our customers achieve more efficient operations, better service and more just outcomes. Our teams are driven by innovation, expertise and an unwavering commitment to customer success. As we continue to grow and expand our ecosystem, you'll have the opportunity to contribute to solutions that enhance community safety and transform the future of public safety technology. If you're passionate about making a meaningful difference, we'd love to hear from you.What You Do Work alongside DevOps and engineering teams to ensure our platforms, repositories and CI/CD pipelines are secure by default while rema...","2026-02-11"
"RemoteOK","1130102_dup","Senior Site Reliability Engineer Senior Manager","Accenture Federal Services","Washington, DC","0","0","2026-02-05","manager, system, training, technical, support, cloud, leader, management, senior, operational, reliability, health, engineer, engineering","At Accenture Federal Services, nothing matters more than helping the US federal government make the nation stronger and safer and life better for people.â¯Our 13,000+ people are united in a shared purpose to pursue the limitless potential of technology and ingenuity for clients across defense, national security, public safety, civilian, and military health organizations. Join Accenture Federal Services, a technology company and part of global Accenture, to do work that matters in a collaborative and caring community, where you feel like you belong and are empowered to grow, learn and thrive through hands-on experience, certifications, industry training and more. Join us to drive positive, lasting change that moves missions and the government forward! You Are: We are seeking aÂ Senior Site Reliability Engineer (SRE) with deep expertise in building and maintaining reliable, scalable systems and a passion for optimizing the performance, reliability, and efficiency of technical infrastruc...","2026-02-11"
"RemoteOK","1130075_dup","Systems Engineer Enterprise Middleware","Spry Methods","Washington, DC","0","0","2026-02-04","system, security, docker, technical, support, financial, java, cloud, management, senior, operations, operational, engineer, engineering, linux","Who Weâre Looking For (Position Overview):Spry Methods seeks a Systems Engineer to support the U.S. Department of Agriculture (USDA) Office of Contracting & Procurement (OCP) and its enterprise acquisition and financial systems.This role focuses on enterprise Java middleware and system integration, supporting applications such as PRISM, Oracle-based platforms, and IBM middleware services within USDAâs hybrid infrastructure. The Systems Engineer will provide hands-on support for IBM WebSphere Application Server, IBM MQ, and Linux-based platforms, while assisting with modernization and migration efforts.While direct IAS or PRISM experience is beneficial, it is not required. The core needs are enterprise systems engineering fundamentals, middleware administration experience, Linux platform support, and exposure to cloud-hosted environments. The role contributes to USDAâs ongoing modernization, including efforts to transition systems from AIX-based, on-prem platforms to Azure-hosted ...","2026-02-11"
"RemoteOK","1130114_dup","GTM Automation Engineer","Postscript","Remote","0","0","2026-02-06","design, jira, salesforce, python, training, architect, technical, test, ux, code, web, lead, operations, marketing, sales, engineer, ecommerce, shopify, digital nomad","Trusted by more than 18,000 Shopify and Shopify Plus storesâlike Brooklinen, Ruggable, True Classic and Dr. SquatchâPostscript gives ecommerce brands the tools they need to run a world-class SMS marketing program. Weâre on a mission to make SMS the number-one revenue channel for ecommerce merchants by delivering an easy-to-use platform where they can grow their subscriber list, develop and test their messaging strategy, deliver excellent customer service, and drive sales and loyaltyâall in one place. We believe SMS is the most important marketing and sales channel of the decade, and that vision drives everything we do. Postscript was founded in 2018 as a 100% remote organization. With more than 250 employees (and counting!), weâre backed by Greylock, Y Combinator, and other top investors. We are building a new kind of team at the intersection of GTM, Data, and AI Tools. We believe AI offers a massive opportunity to revolutionize the GTM function, empowering builders to archit...","2026-02-11"
